Latitude,Longitude,Date,MODIS_Tile,MOD11A2_061_Line_Y_1km,MOD11A2_061_Sample_X_1km,MOD11A2_061_LST_Day_1km,MOD11A2_061_LST_Night_1km,MOD11A2_061_QC_Day,MOD11A2_061_QC_Night,MOD11A2_061_QC_Day_bitmask,MOD11A2_061_QC_Day_MODLAND,MOD11A2_061_QC_Day_MODLAND_Description,MOD11A2_061_QC_Day_Data_Quality_flag,MOD11A2_061_QC_Day_Data_Quality_flag_Description,MOD11A2_061_QC_Day_Emis_Error_flag,MOD11A2_061_QC_Day_Emis_Error_flag_Description,MOD11A2_061_QC_Day_LST_Error_Flag,MOD11A2_061_QC_Day_LST_Error_Flag_Description,MOD11A2_061_QC_Night_bitmask,MOD11A2_061_QC_Night_MODLAND,MOD11A2_061_QC_Night_MODLAND_Description,MOD11A2_061_QC_Night_Data_Quality_flag,MOD11A2_061_QC_Night_Data_Quality_flag_Description,MOD11A2_061_QC_Night_Emis_Error_flag,MOD11A2_061_QC_Night_Emis_Error_flag_Description,MOD11A2_061_QC_Night_LST_Error_Flag,MOD11A2_061_QC_Night_LST_Error_Flag_Description
-20.3333333333333,-24.3333333333333,2019-05-17,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-05-25,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-06-02,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-06-10,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-06-18,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-06-26,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-07-04,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-07-12,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-07-20,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-07-28,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-08-05,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-08-13,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-08-21,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-08-29,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-09-06,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-09-14,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-09-22,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-09-30,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-10-08,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-10-16,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-10-24,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-11-01,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-11-09,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-11-17,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-11-25,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-12-03,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-12-11,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-12-19,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2019-12-27,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-01-01,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-01-09,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-01-17,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-01-25,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-02-02,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-02-10,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-02-18,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-02-26,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-03-05,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-03-13,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-03-21,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-03-29,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-04-06,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-04-14,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-04-22,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-04-30,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-05-08,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-05-16,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-05-24,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-06-01,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-06-09,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-06-17,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-06-25,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-07-03,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-07-11,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-07-19,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-07-27,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-08-04,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-08-12,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-08-20,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-08-28,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-09-05,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-09-13,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-09-21,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-09-29,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-10-07,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-10-15,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
-20.3333333333333,-24.3333333333333,2020-10-23,h15v11,40.0,861.0,0.0,0.0,3.0,3.0,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K,0b00000011,0b11,LST not produced primarily due to reasons other than cloud,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
